Shazam!,"Seriously can't believe how much I loved this movie! This felt like a proper superhero movie felt when I was a kid, they captured the perfect tone, can't fault it.",5
Shazam!,"I am quite disappointed that some of you guys felt that this movie is not even worth 1 star. How is it possible ? Seriously to me is very funny throughout the movie. This movie also suits family to watch together. Even though the story line is NOT as strong as other movie, but hey, the hilarious part makes this movie very interesting and NOT dull at all. Very RARE to see a super hero behaving in a comedy way...lol. Conclusion, worth to go watch at movie theater ! 10/10",5
Shazam!,"I got to see an early screening of Shazam! at my local theater, and boy did it not disappoint. It's not flawless, but the good outweighs the bad more often than not. With a bright story, boundless energy, and an irresistible sense of fun, this is certainly one of the best-if not the best-installment of the DCEU so far.Direction: I feel like David Samberg is the DCEU's Taika Waititi. He's this movie director that really isn't known for much past some horror, which made him an initially odd choice for this movie; a choice that paid off tremendously. He helps some light shine into this world, but doesn't underplay the action. His direction and coordination through framing helps us laugh and, in some cases, feel the punches. The action isn't jolty like the other DCEU installments and due to the bright vibrant colors, we really know what's happening, where it's happening, and who it's happening to. Well done.The writing was uneven, but definitely fun. It's a basic story that converts Billy Batson's origin into a modern-day retelling with some elements of Big in there. The humor is well-timed and consistently funny; a lot of meta jokes and inner humor help the story obtain its brighter feel. The relationships written in are heartfelt and the story itself has a lot of heart. One part that causes a rift is the central character of Billy. His two versions, between the adult and the kid, seem to be two completely different people. It's an inconsistency that's fine being just about the only part (besides typical villain problems) that bugs you about the writing.Performances: I swear, Zachary Levi was born to play Shazam! He carries childlike enthusiasm and a heart in effortlessly. He oozes charisma and really... I won't be able to say it enough so here it is: Zachary Levi is perfection. The rest... Kid Billy was somewhat toned down but still played quite nicely. Mark Strong played a menacing villain. The child actors, especially Jack Dylan Fraiser (Grazer? I'm sorry I don't remember off the top of my head), were VERY good. Child actors really are improving. Any other supporting performance was played nicely and everyone knew who the real star of the movie was: I'm sorry, I'm gonna keep coming back to this: Zachary Levi is a national treasure.What else... music was nice and heartfelt, I talked about the action sequences... every other part of this film is mainly there to add to Billy's story and I like it. The world is undeniably fun and we're not really pulled out of it.The future is bright for the DCEU with chapters like Shazam! (9/10)",5
Shazam!,"It was pretty much exactly what I expected which is a really enjoyable and lighthearted superhero film with some funny moments and that will be enough for most people but it just didn't blow me away. No way this is a 10 like some are suggesting and to nitpick, adult Billy acts nothing like young Billy at all. Don't get me wrong - its still a fun movie which I can recommend.",4
Shazam!,"I went into this a little sceptical and found I came out rather chuffed with such a good film. Far far better than I was expecting and pleased I had gone to a preview screener for this.The acting is spot on, the comedy is spot on and the action is.... You guessed it, spot on. I certainly recommend any super hero fan to go watch this and big praised to WB for leaving this alone and letting the DIrector get on with it.",5
Shazam!,Awesome show last night. The whole cast did an excellent job.,5
Shazam!,"This movie is just perfect in every way and very different compared to other superhero films. Trailers barely show anything. There are so many surprises (no, I'm not just talking about some little cameo, I'm talking about main stuff). Also if you feel that most superhero films are showing similar stuff and want something new then this is for you and those who enjoy every superhero films anyway then it's definitely for you. And even those who don't like superhero films at all, will also love it.",5
Shazam!,"I saw the trailer and I thought- genius a superhero that's actually a kid!
Think, Tom Hanks' ""Big"" meets Superman (1978).
I remember liking Shazam as a kid in the 80's (it took me a long time to call him Capt Marvel) but not much else I remember.
So I watched the 1940's serial & was impressed, so I watched the 1970's tv show and although cheesy was entertaining, so I moved onto the 1980's filmation series and fell in love with that.
This renaissance I had with Shazam only happened 5 months ago too!
Shazam! (2019) has all that 40's/70's/80's elements mixed together.
The bad guys look awesome, the movie has lots of laughs and tons of heart.
One bad thing: there is 1 short scene (parent scene) that gets too dark - it made me feel uncomfortable...it kinda pulled me out of the movie but thank god it's a short scene cuz this is one of my favorite comic book movies ever.
1. Batman 1989
2. Dark Knight
3. Superman 2
4. CA Civil War
5. Shazam!",5
Shazam!,"Shazam was more enjoyable than I thought it would be. If you either a comic book fan or not regardless you will enjoy it from start to end. Although Shazam doesn't contain as much fighting scenes you would see in movies these days it still leaves you with a fully polished story and character development. Shazam shows a teenage kid that gets powers and what he uses it for and obviously its typical things teenage kids would do. If you are plotting on whether or not to go, the obvious answer is YES!",5
Shazam!,Joyous fun from beginning to end. Kudos to Zachary Levi for his superb portrayal of a childish superhero.,5
Shazam!,"Im not really a fan of DC, but damn! This whole movie had me laughing and smiling, fight scenes and cgi was great, I now wanna watch it again. Please watch if you haven't.",5
Shazam!,DC smashed it again. Unlike Man of Steel and Batman v Superman bright and fun.,5
Shazam!,"I've gotten tired of the super-heroes that are arrogant rich guys (Iron Man), arrogant jokers (Deadpool) or the ones that get handed ultimate powers and don't appreciate people below them (Captain Marvel). So I went into this movie hoping simply for a comedy, but was pleasantly surprised to see the character grow through the story to value wholesome ideals. My son said it wasn't realistic to always expect a superhero to be good all the time, but I think that is the point of a superhero movie. If I wanted to see a movie where the character didn't grow to be a better person, then I could just watch the world around me.This might not be the superhero that people want, but it's the one they need.",5
Shazam!,"I first heard about this movie from a trailer in the cinema while waiting impatiently for Captain Marvel. In that moment I thought to myself ""one superhero movie I don't want to watch"". I don't consider myself DC or Marvel but this movie definitely left a mark on me.Such a heart warming story; there were a few scenes that made it hard not to hold tears and if I were watching alone I'd probably be wailing. Character development could have been done better, like the power transfer scene I feel was a bit rushed. It's not a flawless movie but, I haven't felt this way about recent movies since Star Wars: The Last Jedi which is why I even took the time to write this review, something I don't usually bother to do. Hence why I give it 10/10, because it made me feel.Oh did I mention there was amazing comedy? I laughed hysterically at Mr. Moran; the jokes made were really well thought out and there wasn't any of the vulgar ones (or if they were probably minimal) which goes to show that you can have an amazing comedy without having to resort to it (I like you a lot Deadpool but, this one takes the cake).",5
Shazam!,"Just came out from the theatre and believe me it's best dc movie till now zachary acting was the best thing of the movie,Dceu Is On Fire Superman Cameo Was Best Thing In The Movie",5
Shazam!,The Film Is purely amazing and Zachary Levi born for The Role 100%,5
Shazam!,"A movie that you can easily take the whole family! It offers a combination of suspense, action, and comedy in a way that young and old can enjoy! The story is told from a kid's perspective, because the super hero is young teenager turned super hero. The cool thing about this movie is as he learns his super power, it is filled with comedy and action. He also learns how to trust the people around him - his new family. So, if you like a story that will uplift your spirits, then go see this movie. So, far this is by far the best movie of the year. Go see it today - will enjoy it from start to finish!!!",5
Shazam!,"Great movie, another perspective of superhero, superhero with magic",5
Shazam!,"The movie was fun. A movie don't have to be dark or have some kind of deep meaning to be perfect. The story was simple, lots of gags, cgi were awesome, And perfectly balanced.",5
Shazam!,I never cared and never like any recent superhero movie. Cause i already know it's just war vs war vs overused CGI. Nothing will last in my mind after a week past watching. But this movie is something i used to love from a superhero movies/story.,5
Hellboy,"Yet another big blockbuster action movie based on a comic is the base of Hellboy. A few people had mentioned this movie before it came out and reassured me it would be good, but it was the opposite. If you enjoy the comic books or are a fan of action and science fiction, you might even enjoy this movie. If you're not stay away. Could have been better. Decent acting, Good effects but very lousy story. Nevertheless, they were still entertaining !!",4
Hellboy,"I strongly urge anyone that considers themselves a fan of #Hellboy, the comics, the characters and not just the #GuillermodelToro/#RonPerlman films, please go see this film. This is a very different take on these iconic characters and the world they inhabit and it is the most fun version that I've seen so far. Don't get me wrong, I loved GDT's films, the man crafts beautiful modern fairly tales and this film was smart no to try and replicate that. Instead, this movie has more in common with #SamRaimi's #ArmyOfDarkness, over the top violence and Gore, not for those with a weak stomach, and frequent profanity. #DavidHarbour does an excellent job and plays the role very differently than Perlman did and it has the potential to propel him from TV into a full time movie star. #IanMcShane brings his usual gravitas and presence to the role previously embodied by the late great #JohnHurt, again being smart to not emulate that performance and make this role entirely his own.I feel like this movie is suffering from the same disconnect and out of touch effect that critics had with last year's #Venom. Critics almost universally panned that film while audiences similarly loved it. Every negative review I've read for this so far continually compares it unfavorably to the previous films and many also take issues with the excessive use of violence, Gore and adult language. What did you expect, this is an R Rated film and is thoroughly advertised as such.I hope positive word of mouth from fans makes this successful as they set up some very cool stuff for a potential sequel.If you love these characters like I do, if you love balls to the wall, over the top action horror, please see this film.",4
Hellboy,"Not your typical superhero comic. But really entertaining me throughout the end. Gory, dark humour, sassy hellboy. Fists and fights, not much of cheesy lines. I love it!",5
Hellboy,"I love the Hellboy comics, the novels, the short stories, all of it. Hands down my favorite comic book character ever written, and not likely to change.They got a few things right, fair credit where its due. The Hellboy in Mexico story was spot on and well done, Daimio and Gruagach were both fairly accurate, and the Baba Yaga's chicken leg house was just about perfect. They NAILED the Osiris Club and the Wild Hunt, which got a huge smile from me.But... Man, the rest of it? Why is Hellboy suddenly at odds with the Professor, who is suddenly a foul-mouthed monster hunter? Why rewrite the details to the origin? Why so dramatically change Alice?The sad fact is that this movie tried to do WAY too much in adapting The Storm and the Fury, which is essentially the climax of the entire Hellboy saga. There are too many moving pieces to that story, too many callbacks to previous stories, and truthfully its way too big a scope to try and cram into one story, even if the script and director were up to the challenge. And unfortunately they were not. The story is all over the place and rushed, the dialogue is really hackneyed in spots, and overall it just ends up a mess.David Harbour really does a great job in making Hellboy his own take on the character, but the script does him no favors in giving him very little room to work. If They ever make another, I do hope they bring him back, because it's clear how much he cares about the character.",2
Hellboy,"The new Hellboy was a helluva good time. Yes, it's different from the previous two films. But give it a chance. Harbour does a fantastic job as Hellboy. And the movie draws far more on the source/comic material than the previous films. If you loved the comics, you'll enjoy this movie. Plenty of humor, action, and fantasy to hold your interest.",5
Hellboy,Yup the movie is dumb but that's hellboy. The cgi and monsters are nice. Alot of action not much talking. I was entertained.,4
Hellboy,"Although the effort of the director and the talent of the actors, the movie lacks the charm of the Guillermo del Toro duology. The movie is way more faithful to the comics but it also tries to be faithful to the previous movies (which every reboot should try to be) but it just becomes a mess of attempts.
The CGI is overused- WHEN WILL STUDIOS LEARN!- and although the creatures design is very interesting, pretty much every character lacks the dept the old duology provided.
At the end of the day Hellboy(2019) is just another failed reboot that tries to be it's own thing while respecting the previous movies.
My rating?
5 out of 10, but I do agree with the 61% rating on rotten tomatoes because the movie isn't all crap, there's a charm to it but it's not enough to make you overlook it's flaws.
Just watch the Guillermo del Toro duology, it's a far superior franchise, and I would of loved to see the third movie if the studios didn't cancelled it.
If you are interested in the director Neill Marshall (which despite the failed attempt of rebooting Hellboy is a damn good director) go watch Dog Soldiers which is criminally underrated.
See you next time at the movies,
Ruben the Critic",3
Hellboy,"I don't know what the other reviewers take on this but I really do enjoy the movie. Eventhough the storyline sucks but the movies goes with the flow. For the Actions and Bloods lovers, I'm sure you guys will enjoy this. Really a action packed new Hellboy to a newer generations",5
Hellboy,"I don't understand the hate for this movie. Because of all the bad reviews I went into this thinking it was going to be horrible, but it's wasn't at all. Is it an Oscar winner? No! But not every movie has to be. I really enjoyed it and had a good time. A lot of the humor landed with me and the audience I was watching with. The gore was a BIT much, so know going into it that there are some pretty horrific scenes. David really shone as HellBoy. Overall a good movie!",5
Hellboy,Just because Del Toro isnt directing and Hellboy isnt Perlman doesnt mean this film should be getting slammed unfairly the way it is. it's a new vision and adaptation that actually works even better as far as following comic source material. The action and pacing is intense and the horror aspects are really well blended. People keep slandering the cgi and honestly its excellent cgi. The story blends many different particular comics together and it works. David Harbor gives a lot of great character to hellboy as well. Just see this and pay no mind to delusional biased critics and haters. It's a fun adaptation.,5
Hellboy,I think the fact that everyone started slating this movie from its announcement hasnt helped it. Much more faithful to the graphic novels. No soppy love story. Just action!,5
Hellboy,The movie is really good and the actors tried their best for brining their character to life,5
Hellboy,"Now I never really write reviews for anything. But with all the bad reviews this has been getting I felt the need to come to it's defence.This film is actually fantastic.
So first off, STOP COMPARING THIS TO DEL TOROS WORK. Del Toro did not invent hellboy. He simply adapted the source material with his own spin. Don't get me wrong, I love the orginal two...BUT, all these negative reviews by people who are determined to hate it because of the Del toro movies is downright childish to be quite honest.Second, Harbour does a bloody fantastic job of bringing hellboy to life. While still not exactly the same as the comic hellboy, his damn close, way more so than Ron Perlmen.Now as a longstanding mega fan of the comics I can safely say this was made for the fans. It has so many utterly satisfying scenes, nods, characters and scenarios, subtle and not so subtle ripped straight from the comics. So if you're a fan of the comics , you will get that little extra bit of satsifaction.I was thoroughly entertained as both a fan and a movie goer.
If you dont go in expecting a oscar winning masterpiece. You're in a for one incredibly entertaining, gore filled, epic quest of a movie. Filled with silly humour, epic fights, actually good cgi and more monster than you can shake a big red fist at.Don't listen to the hate..GO SEE THIS MOVIE!!!",5
Hellboy,"I read the comics and watched the other hellboy films including animated films, truly I love hellboy and I don't care if anyone is giving hellboy 2019 bad ratings",5
Hellboy,"Currently being slammed by critics and sitting a very low score on rotten tomatoes, Hell Boy is a film I went into with zero expectations.
I just wanted something silly, entertaining and over the top, and the exactly what I got, and I must say, I enjoyed the..erm..hell out of it.
Directed by Neil Marshal, who has worked on Game of thrones and West World, this is not the Neil Marshall who gave us the horror masterpiece that is The Decent.
This is the Neil Marshal who gave us Dog Soldiers and Doomsday.
Silly, gory, surprising and does not give a **** about embracing it absurd concept to the full. David Harbor knocks it out of the park as Hellboy, and one thing he has over Ron Perlman's performance is a sense of threat; that he really could be evil of pushed too far.
The whole film moves at a fast pace and has a feel of a video game, but here it works, with a mix of Devil May Cry and God of War, especially in the combat and design of some creatures.
Maybe I was in a forgiving mood but the Bebop like villain Gruagach had me in stiches with his sweary mouth and English northern accent.
Go see it if you want some outrageous fantasy violence and a few laughs.",4
Hellboy,"Really don't understand the hate. This movie is funny, and entertaining through and through. I loved it. A lot better than DelToro's version. Go see it, have a good time and don't go in expecting to hate it. It's actually a pretty solid movie. I mean cmon, it's hellboy, what do you want?",5
Hellboy,"I really like Hellboy, and liked this movie a lot. I also liked the Del Toro movies, but this movie is more similar to the comics. It has fun action and I enjoyed the ride. CGI wasn't great, but I didn't bother me too much.",5
Hellboy,"On par with Ron pearlman hellboy. Fantastical monsters, good humour, great special effects. Well worth a look.",4
Hellboy,"This film is great, from the CGI, to the blood guts and humour. So many people are going into this movie with the intent of disliking it that they don't give it a chance and it's just immature",5
Hellboy,"I love Hellboy, the first film I remember watching was the original Hellboy. I grew up on Hellboy and of course it was hard to exit from Del Toro and Pearlman's shadow as their movies were amazing. Now I feel Hellboy has grown with me as now I enjoy the excessive gore. Of course this movie wasn't perfect my main problems being a reasonably weak villain and the lack of build up with Professor Broom and Hellboy relationship but a things considered it was still an enjoyable movie that I will watch again and pray that it earns a sequel.",4
Hellboy,"I saw ""Hellboy"", starring David Harbour-Stranger Things_tv, Suicide Squad; Milla Jovovich-the Resident Evil movies, Dazed and Confused; Ian McShane-the John Wick movies, We Are Marshall and Daniel Dae Kim-Hawaii Five_O_tv, Lost_tv.
This is a reboot of the Hellboy series-not number 3 in a trilogy of the 2004 & 2008 movies-with David taking over the title role. They do touch on his origin story a little, but not too heavily. It's based on the graphic novels by Mike Mignola and focuses more on the supernatural elements of the character and not so much on the super hero ones. Milla plays the Blood Queen, an ancient sorceress wanting to remake the world for demons-she also wants Hellboy/David as her King. Ian plays the man that adopted David and raised him and tried to instill good qualities into him. Daniel plays an agent for the B.P.R.D.-the good guy's organization they work for that fights evil-and Daniel has secrets of his own. The creatures throughout the film all look creative-they don't always look like what you normally see. If you are familiar with the books-I'm not, but I like the movies-you probably know a character named Lobster Johnson. He shows up in sort of a cameo role and is portrayed by Thomas Haden Church. As the end credits start, there is a scene and then there is also one after the end credits.
It's rated ""R"" for strong bloody violence and gore and language and has a running time of 2 hours.
He's not my favorite super hero but I enjoyed it and would buy it on DVD.",4
Hellboy,Absolute disaster! Terrible casting. Effects and costumes so inconceivably atrocious! Hard to comprehend how computer graphics can be so much inferior to the previous movies. Ron Perlman is the true Hellboy hands down.,2
Hellboy,"Sadly, for me the best thing about this movie is only first 2/3 minutes and CGI(Especially Character Design which looks creepy.)",4
Hellboy,"I don't consider myself an angry guy but if this is the new standard for blockbusters, Baba Yaga can have both my eyes because I will have no further use for them. There's nothing I can think of to defend this cinematographic abomination. This extremely ugly shot cosplay version of Mike Mignola's Hellboy comic does not even attempt to tell a coherent story. The soundtrack consists of some out of place rock songs that are stuck in random places in the film. Unlike Del Toro's films, there is no way of feeling any sympathy for the one-dimensional characters. The endless stream of silly one-liners and aimless quips make you realize that these annoyingly unpleasant characters have nothing to tell us over the course of two (!) excruciating hours. The movie simply jumps from exposition piece to action scene and back again. And where Guillermo Del Toro created a tactile world with a balanced combination of practical effects work and sparingly used CGI, we are now saddled with special effects that look like the deleted scenes from a Playstation 3 game. It's incomprehensible that Mignola believes that this soulless version is closer to the comics. I think the claim that the a fan of the source material would be at peace with this terrible movie is an insult.",1
Hellboy,"There's a lot of people comparing this movie to the del Toro and Pearlman's Hellboy and sequels, this is NOT that movie. And there's a lot of people who are probably angry that this is not del Toro's 'Hellboy 3'.
This film is really good. It's VERY faithful to the comics. And it is METAL! Extremely metal. This most metal movie I have seen. And it isn't watered down, nor is it apologetic. There is violence and gore, as there should be! This is Hellboy. Spawn suffered some due to censorship, but not this. Overall it was very enjoyable.
You are also going to have people complaining that this film is very violent. DUH! This movie is rated R for a reason. DON'T TAKE YOUR KIDS UNDER 13!!! If they are 14 and older, use your best judgement. If you liked Dredd, you will like this.
This movie is not perfect. There are some issues concerning pacing. This is because they do use a LOT of content and do go through it very fast, and don't have time to really develop it. But, it doesn't hurt the movie nor does it make it any less enjoyable. Causal readers of the comic and hardcore fans will get the references, plots, and characters more than someone who's just a movie goer or who just watches super hero movies.
David Harbour does an excellent job as Hellboy. He really brings the character to life. It's different from Pearlman's, but, his Hellboy really sings of the one from the comics.
Their Baba Yaga is so freakin' sweet. Totally creepy, scary, and they don't pull punches. This is the Hellboy we've been missing.",4
The Tashkent Files,"It was India's answer to the Da Vinci Code. Although not as fast paced as the Dan Brown movie, the Tashkent Files was engaging enough. The movie presents certain hidden facts regarding the death of Shastri Ji which we Indians must know.",5
The Tashkent Files,"I watched the movie, I got home, I read some ebooks about the tashkent case. The movie was right. Why was the truth hidden from us? It's a must watch to make people aware of the evils in the society.
The dialogues were the best part of the movie. Acting by Mithun day was awesome. I would appreciate it if the cinematography could have been improved. I hated some awkward camera angles. Otherwise it was a fantastic movie.
Must watch.",5
The Tashkent Files,"Finally Shashtriji being paid tribute, respect and given justice which was long due... Lutyeans ecosystem exposed... A must watch for every supporter of Lal Bahadur Shashtriji.... Beautifully narrated, meticulously detailed story... A must watch...",5
The Tashkent Files,Don't go for critics review. It is one of the well made movie. Must watch,5
The Tashkent Files,"First thing i did was to buy ""KGB book"". There are so many facts India's first family hid from indians that history we read as kids seems so irrelevant. I suddenly feel this urge to dwelve deep into what all lies are hidden! Thank you ensemble cast and Vivek Agnihotri for reviving and reinstating our faith in meaningful political films... loved Ms Basu...",5
The Tashkent Files,"Din't know the real story of mysterious death of Lal Bahadur Shastri but glad to see that this movie en lighted lots of loop holes which i didn't know exactly
Enlighten your self as I did with movie
Must watch for history lovers",5
The Tashkent Files,"I was looking at several review before going to see this movie but i am amazed.All I can say those reviews are a bit biased against the film.A critic called the movie ""not factual"" , well its not directors fault at all,the movies was inspired by Anuj Dhar book who is a great author. critics may say its ""hysterics into history"" but at least Vivek has the courage to show what ""history"" is.The film is not perfect but it's not bad to be given 1 star review by some critics.",5
The Tashkent Files,"This movie not a boring political movie, this is a hair raising thriller. A must watch for everyone.",5
The Tashkent Files,"This is one of the best thriller of Indian cinema. The story can't be told here, you need to watch! Great direction, acting, everything is perfect in this movie. Don't miss this one!",5
The Tashkent Files,It's an eye opener how politics in India was ran by main political party. They did what felt good to promote one family and destroyed every other achiever of India like Shastri Jee,5
The Tashkent Files,"This movie will just blow your mind. It's just not a movie its a history that Indians were misinformed about.
After watching this movie will get to know how a major political party carried out their evil deeds just to be the head of the nation.
The actual truth was coveredup by that political party just maintain their position.",5
The Tashkent Files,"The Tashkent FilesJust out of a special screening of #TheTashkentFiles. Produced by Pallavi Joshi and Vivek Agnihotri, the movie revolves around the mystery surrounding Lal Bahadur Shastri's death. It raises many questions and also provides accounts and documents regarding the mysterious death surrounding the second Prime Minister of India.If you loved Buddha in a Traffic Jam and felt Vivek Agnihotri was brutally honest and polticially incorrect in making that film, he goes one level up with The Tashkent Files and points fingers at even more powerful people and the ideology that drives them.A must watch for the present generation who have never read much on Lal Bahadur Shastri beyond the fact that he was the second Prime Minister of India, this docu drama brings out unpleasant questions of India's tryst with destiny - a destiny which seems to be on a cross roads once again as we head towards #LokSabha2019.And not just this, with Tashkent Files, the makers of the film also expose the magnitude with which the left eco system has systematically infiltrated multiple spheres of our life.I always wondered why could our film makers not come up with a movie revolving around the life and death of Shastri ji.Unfortunately based on his death, this movie does attempt to give us a glimpse of his life and the man that Shastri ji was. I will give it 5/5 to Vivek Agnihotri for having the courage to choose this theme to make a movie on.",5
The Tashkent Files,"THE TASHKENT FILES REVIEW :-
A MUCH NEEDED INTELLECTUAL MUST WATCH FILM IN BOLLYWOOD !How many of us knows that 2nd October is the Birth Anniversary of Lal Bahadur Shashtri as well? We call India as Country of Gandhiji and Nehruji, why not Shashtriji's? How strong was India's Position on Global Map when Lal Bahadur Shashtri was Prime Minister of India and how all of sudden India lost that strong position just after his mysterious death? These all are unsolved puzzles and we have had enough arguments and political propagandas over this, but Tashkent Files is just not about this, it is something more than that. It is about Secularism, socialism, terrorism, politics, our rights and bla bla but when all of these comes with a Great Cinematic Experience then believe me you just can't afford to miss this gem.The Tashkent Files deals with multiple issues at the same time keeping Shashtriji's death mystery at the center, rest phenomena of beneficial nature of people, types of terrorism, racism and the Fake Truth which has been accepted by our society etc. is created with Perfect mindset by the Writer and the Director Vivek Agnihotri. He finally comes out of his Adult Thrillers zome and delivers a Must See Experience. The entire cast does the justice to thier roles with thier own perfection. While Shweta Prasad showcases Best act of her career, Mithun Chakraborty, Mandira bedi and Pallavi Joshi stands out. Music was needless but there is one theme song ""Sab Chalta Hai"" which fails to impress, although Lyrics hits the Sharp aim on the subject. Dialogues are Knocky and you will utter 'Wow' for them at some occassions.At one moment, The Tashkent Files feels like Bollywood version of Hollywood Cult Classic '12 Angry Men' due to those Arguments and conference scenes but the motive was different here. Apart from unrevealed Facts on Shashtri, it also focuses on few political agendas and propagandas in thrilling mode. Overall, The Tashkent Files is much needed Intellectual Must Watch Film for Bollywood in this year and is certainly the Most Intelligent+Thinkable product of the year so far. One must have some brilliant knowledge of History to judge this film, and that's the reason why I am not sure whether to call it a Classic or not, hence rating is 7/10*",4
The Tashkent Files,"First thing i did was to buy ""KGB book"". There are so many facts India's first family hid from indians that history we read as kids seems so irrelevant. I suddenly feel this urge to dwelve deep into what all lies are hidden! Thank you ensemble cast and Vivek Agnihotri for reviving and reinstating our faith in meaningful political films... loved Ms Basu...",5
The Tashkent Files,Superhit movie.. bollywood should make movie like this.,5
The Tashkent Files,Nice movie with intriguing facts about the mystery surrounding the death of second prime minister of India shastriji..,5
The Tashkent Files,Absolutely brilliant movie. Book the first ticket you get and go...,5
